action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,323782,17702819,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cc(F)ccc3Cl)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '12.33', 'le': '0.25', 'lle': '-1.08', 'sei': '11.71'}",CHEMBL3902900,,CHEMBL3902900,7.55,0,http://www.openphacts.org/units/Nanomolar,2836950,=,37,1,=,,IC50,nM,,28.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,28.0
,323783,17702820,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(Cl)c(Cl)c3)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '12.27', 'le': '0.26', 'lle': '-1.43', 'sei': '11.97'}",CHEMBL3918409,,CHEMBL3918409,7.72,0,http://www.openphacts.org/units/Nanomolar,2836951,=,37,1,=,,IC50,nM,,19.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,19.0
,323784,17702821,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '12.24', 'le': '0.24', 'lle': '-0.85', 'sei': '10.69'}",CHEMBL3263071,,CHEMBL3263071,7.89,0,http://www.openphacts.org/units/Nanomolar,2836952,=,37,1,=,,IC50,nM,,13.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,13.0
,323785,17702822,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cccc(C(F)(F)F)c3)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '12.13', 'le': '0.24', 'lle': '-1.24', 'sei': '11.81'}",CHEMBL3890364,,CHEMBL3890364,7.62,0,http://www.openphacts.org/units/Nanomolar,2836953,=,37,1,=,,IC50,nM,,24.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,24.0
,323786,17702823,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccccn3)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '14.55', 'le': '0.29', 'lle': '0.94', 'sei': '10.55'}",CHEMBL3932713,,CHEMBL3932713,8.17,0,http://www.openphacts.org/units/Nanomolar,2836954,=,37,1,=,,IC50,nM,,6.8,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,6.8
,323787,17702824,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cccc(F)c3)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '13.21', 'le': '0.26', 'lle': '-0.34', 'sei': '11.84'}",CHEMBL3979693,,CHEMBL3979693,7.64,0,http://www.openphacts.org/units/Nanomolar,2836955,=,37,1,=,,IC50,nM,,23.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,23.0
,323788,17702825,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)ccc(F)c12,,,CHEMBL3886218,,2015,"{'bei': '13.22', 'le': '0.26', 'lle': '0.08', 'sei': '11.26'}",CHEMBL3263070,,CHEMBL3263070,8.30,0,http://www.openphacts.org/units/Nanomolar,2836956,=,37,1,=,,IC50,nM,,5.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,5.0
,323789,17702826,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(Cl)cc3)s1)c1c(O)ccc(F)c12,,,CHEMBL3886218,,2015,"{'bei': '14.22', 'le': '0.28', 'lle': '0.24', 'sei': '12.74'}",CHEMBL3903953,,CHEMBL3903953,8.22,0,http://www.openphacts.org/units/Nanomolar,2836957,=,37,1,=,,IC50,nM,,6.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,6.0
,323790,17702827,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)c(F)cc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '10.81', 'le': '0.22', 'lle': '-1.72', 'sei': '9.71'}",CHEMBL3974841,,CHEMBL3974841,7.16,0,http://www.openphacts.org/units/Nanomolar,2836958,=,37,1,=,,IC50,nM,,69.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,69.0
,323791,17702828,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)cc(F)c(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '11.54', 'le': '0.23', 'lle': '-1.24', 'sei': '10.36'}",CHEMBL3893862,,CHEMBL3893862,7.64,0,http://www.openphacts.org/units/Nanomolar,2836959,=,37,1,=,,IC50,nM,,23.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,23.0
,323792,17702829,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3ccc(OC(F)(F)F)cc3)s1)c1c(O)cc(F)c(F)c12,,,CHEMBL3886218,,2015,"{'bei': '11.51', 'le': '0.23', 'lle': '-0.93', 'sei': '10.08'}",CHEMBL3968470,,CHEMBL3968470,7.43,0,http://www.openphacts.org/units/Nanomolar,2836960,=,37,1,=,,IC50,nM,,37.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,37.0
,323793,17702830,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nc(-c3ccccc3)ns1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '14.68', 'le': '0.29', 'lle': '0.38', 'sei': '12.74'}",CHEMBL3263058,,CHEMBL3263058,8.22,0,http://www.openphacts.org/units/Nanomolar,2836961,=,37,1,=,,IC50,nM,,6.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,6.0
,323794,17702831,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nc(C(C)(C)C)ns1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '14.99', 'le': '0.30', 'lle': '0.63', 'sei': '12.55'}",CHEMBL3967844,,CHEMBL3967844,8.10,0,http://www.openphacts.org/units/Nanomolar,2836962,=,37,1,=,,IC50,nM,,8.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,8.0
,323795,17702832,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1cc(-c3ccc(C(F)(F)F)cc3)on1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '11.82', 'le': '0.23', 'lle': '-1.77', 'sei': '11.15'}",CHEMBL3932841,,CHEMBL3932841,7.22,0,http://www.openphacts.org/units/Nanomolar,2836963,=,37,1,=,,IC50,nM,,60.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,60.0
,323796,17702833,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1cc(-c3ccccc3)on1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '13.22', 'le': '0.25', 'lle': '-0.80', 'sei': '11.09'}",CHEMBL3263060,,CHEMBL3263060,7.18,0,http://www.openphacts.org/units/Nanomolar,2836964,=,37,1,=,,IC50,nM,,66.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,66.0
,323797,17702834,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nc(C(C)(C)C)c(C#N)s1)c1c(O)ccc(Cl)c12,,,CHEMBL3886218,,2015,"{'bei': '14.26', 'le': '0.28', 'lle': '0.10', 'sei': '10.67'}",CHEMBL3973199,,CHEMBL3973199,8.05,0,http://www.openphacts.org/units/Nanomolar,2836965,=,37,1,=,,IC50,nM,,9.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,9.0
,323798,17702835,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)c1sc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c(Cl)ccc(O)c32)nc1C(F)(F)F,,,CHEMBL3886218,,2015,"{'bei': '12.39', 'le': '0.25', 'lle': '-0.25', 'sei': '9.91'}",CHEMBL3905619,,CHEMBL3905619,7.72,0,http://www.openphacts.org/units/Nanomolar,2836966,=,37,1,=,,IC50,nM,,19.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,19.0
,323799,17702836,[],CHEMBL3887218,"Scintillation Proximity Assay (SPA) Assay: SPA membrane binding assay was used to identify inhibitors of [33P] 2MeS-ADP binding to cloned human P2Yi receptors (The P2Yi receptor membranes were provided by Biology and the cloning of the receptor and P2Yi receptor membrane preparation is same as described by Biology). Binding reactions were performed in 384- well OptiPlates (PerkinElmer Life Sciences, Cat # 6007299) in a volume of 50 ui containing -15 fmol of P2Y1 receptor (1.7 ug of total protein), 0.3 nM [33P] 2MeS-ADP(PerkinElmer; 2,000 Ci/mmol), various concentrations of the test compound (usually between 10 uM and 160 pM) in Buffer B containing 1% DMSO in assay buffer (15 mM, HEPES, 145 mM potassium chloride, 5 mM sodium Chloride, 5 mM EDTA, 0.1 mM MgCl2, pH 7.4) and 100 ug of SPA bead (WGA polystyrene Image beads, #RPNQ 0260V, Amersham). Reactions were allowed to proceed to completion at room temperature for 1 hour followed by centrifugation of the plate for 5 min.",B,,,BAO_0000190,BAO_0000019,assay format,CC(C)CN1CCc2nc(Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(Cl)ccc(O)c43)sc2C1,,,CHEMBL3886218,,2015,"{'bei': '12.92', 'le': '0.26', 'lle': '-0.11', 'sei': '13.99'}",CHEMBL3981201,,CHEMBL3981201,7.68,0,http://www.openphacts.org/units/Nanomolar,2836967,=,37,1,=,,IC50,nM,,21.0,CHEMBL4315,Homo sapiens,Purinergic receptor P2Y1,9606,,,IC50,nM,UO_0000065,,21.0
